"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority";"DelfiName";"TariffDHID";"TariffName"
"592";"Q";"de:09161:50:0:20";"de:09161:7993";"20";"48,74031";"11,4518";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"593";"Q";"de:09161:7993:0:1";"de:09161:7993";"1";"48,73961";"11,4537";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"594";"Q";"de:09161:7993:0:2";"de:09161:7993";"2";"48,74015";"11,45238";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"595";"S";"de:09161:7994";"de:09161:7994";"IN, Plunder";"48,73357";"11,47576";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"596";"Q";"de:09161:596:0:99";"de:09161:7994";"99";"48,7335";"11,47512";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"597";"Q";"de:09161:7994:0:1";"de:09161:7994";"1";"48,73369";"11,47649";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"598";"Q";"de:09161:7994:0:2";"de:09161:7994";"2";"48,7335";"11,47512";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"599";"S";"de:09161:7995";"de:09161:7995";"Niederfeld";"48,73438";"11,47999";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"600";"Q";"de:09161:7995:0:1";"de:09161:7995";"99";"48,73436";"11,48001";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"601";"S";"de:09161:7996";"de:09161:7996";"IN, Universität (Kreuztor)";"48,76556";"11,41662";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"602";"Q";"de:09161:7996:0:1";"de:09161:7996";"1";"48,76537";"11,41656";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"603";"Q";"de:09161:7996:0:2";"de:09161:7996";"2";"48,76578";"11,41672";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"604";"Q";"de:09161:7996:0:3";"de:09161:7996";"3";"48,76556";"11,41663";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"605";"Q";"de:09161:7996:0:4";"de:09161:7996";"4";"48,76561";"11,41673";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"606";"S";"de:09161:7997";"de:09161:7997";"IN, Brückenkopf";"48,75964";"11,43025";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"607";"Q";"de:09161:7997:0:1";"de:09161:7997";"1";"48,75955";"11,43033";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"608";"Q";"de:09161:7997:0:2";"de:09161:7997";"2";"48,75972";"11,43021";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"609";"S";"de:09161:7998";"de:09161:7998";"Rothenthurm";"48,73577";"11,45844";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"610";"Q";"de:09161:633:0:10";"de:09161:7998";"10";"48,7362";"11,4604";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"611";"Q";"de:09161:633:0:20";"de:09161:7998";"20";"48,7362";"11,4604";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"612";"Q";"de:09161:633:0:40";"de:09161:7998";"40";"48,73577";"11,45812";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"613";"Q";"de:09161:7998:0:1";"de:09161:7998";"1";"48,73578";"11,45869";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"614";"Q";"de:09161:7998:0:2";"de:09161:7998";"2";"48,73572";"11,45856";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"615";"S";"de:09161:7999";"de:09161:7999";"IN, Auf der Schanz";"48,76849";"11,4185";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"616";"Q";"de:09161:7999:0:1";"de:09161:7999";"1";"48,76853";"11,41849";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"617";"Q";"de:09161:7999:0:2";"de:09161:7999";"2";"48,76845";"11,41852";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"618";"S";"de:09161:80";"de:09161:80";"IN, Pfingstäckerweg";"48,77811";"11,36913";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"619";"Q";"de:09161:80:0:1";"de:09161:80";"99";"48,77811";"11,36914";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"620";"S";"de:09161:8000";"de:09161:8000";"IN, Rathausplatz/Schutterstr.";"48,76241";"11,42547";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"621";"Q";"de:09161:8000:0:1";"de:09161:8000";"1";"48,76239";"11,42575";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"622";"Q";"de:09161:8000:0:2";"de:09161:8000";"2";"48,76242";"11,42623";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"623";"Q";"de:09161:8000:0:20";"de:09161:8000";"20";"48,76262";"11,42655";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"624";"Q";"de:09161:8000:0:3";"de:09161:8000";"3";"48,76249";"11,4261";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"625";"Q";"de:09161:8000:0:4";"de:09161:8000";"4";"48,7625";"11,42619";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"626";"Q";"de:09161:8000:0:5";"de:09161:8000";"5";"48,76228";"11,4253";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"627";"Q";"de:09161:8000:0:6";"de:09161:8000";"6";"48,76244";"11,42524";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"628";"S";"de:09161:8001";"de:09161:8001";"IN, Harderstraße";"48,76575";"11,4233";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"629";"Q";"de:09161:8001:0:1";"de:09161:8001";"1";"48,76579";"11,42335";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"630";"Q";"de:09161:8001:0:2";"de:09161:8001";"2";"48,76572";"11,42326";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"631";"S";"de:09161:8003";"de:09161:8003";"IN, Heydeckstraße";"48,76928";"11,4333";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"632";"Q";"de:09161:8003:0:1";"de:09161:8003";"1";"48,76948";"11,43377";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"633";"Q";"de:09161:8003:0:2";"de:09161:8003";"2";"48,76905";"11,43283";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"634";"S";"de:09161:8004";"de:09161:8004";"IN, Unterer Grasweg";"48,7739";"11,43737";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"635";"Q";"de:09161:8004:0:1";"de:09161:8004";"1";"48,77355";"11,43751";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"636";"Q";"de:09161:8004:0:2";"de:09161:8004";"2";"48,77423";"11,43726";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"637";"S";"de:09161:8005";"de:09161:8005";"IN, Oberer Grasweg";"48,77819";"11,43869";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"638";"Q";"de:09161:8005:0:1";"de:09161:8005";"1";"48,77782";"11,43853";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"639";"Q";"de:09161:8005:0:2";"de:09161:8005";"2";"48,77855";"11,43883";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"640";"S";"de:09161:8006";"de:09161:8006";"IN, Nürnberger Straße";"48,77119";"11,43595";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"641";"Q";"de:09161:8006:0:2";"de:09161:8006";"2";"48,77119";"11,43595";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"642";"S";"de:09161:8007";"de:09161:8007";"Ingolstadt, Nordbahnhof West";"48,77274";"11,43194";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"643";"A";"de:09161:8007:2";"de:09161:8007";"1";"48,77281";"11,43232";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus";"BEG";"-";"-";"-"
"644";"Q";"de:09161:8007:2:1";"de:09161:8007:2";"1";"48,77293";"11,43223";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 1";"BEG";"-";"-";"-"
"645";"Q";"de:09161:8007:2:2";"de:09161:8007:2";"2";"48,77281";"11,43234";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 2";"BEG";"-";"-";"-"
"646";"Q";"de:09161:8007:2:3";"de:09161:8007:2";"3";"48,77298";"11,43198";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 3";"BEG";"-";"-";"-"
"647";"Q";"de:09161:8007:2:4";"de:09161:8007:2";"4";"48,7729";"11,43218";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 4";"BEG";"-";"-";"-"
"648";"Q";"de:09161:8007:2:5";"de:09161:8007:2";"5";"48,77279";"11,43227";"00000000";"-";"-";"-";"Unknown";"Unknown";"Bus 5";"BEG";"-";"-";"-"
"649";"S";"de:09161:8008";"de:09161:8008";"IN, Rechbergstraße";"48,77";"11,42962";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"650";"Q";"de:09161:8008:0:1";"de:09161:8008";"1";"48,77005";"11,42969";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"651";"Q";"de:09161:8008:0:2";"de:09161:8008";"2";"48,76997";"11,42955";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"652";"S";"de:09161:8009";"de:09161:8009";"IN, Lena-Christ-Straße";"48,78017";"11,43756";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"653";"Q";"de:09161:8009:0:1";"de:09161:8009";"1";"48,7801";"11,43797";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"654";"Q";"de:09161:8009:0:2";"de:09161:8009";"2";"48,78025";"11,43719";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"655";"S";"de:09161:8010";"de:09161:8010";"IN, Am Augraben";"48,78506";"11,43909";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"656";"Q";"de:09161:8010:0:1";"de:09161:8010";"1";"48,78504";"11,43914";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"657";"Q";"de:09161:8010:0:10";"de:09161:8010";"10";"48,78574";"11,43883";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"658";"Q";"de:09161:8010:0:2";"de:09161:8010";"2";"48,78511";"11,43901";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"659";"Q";"de:09161:8010:0:20";"de:09161:8010";"20";"48,78553";"11,43855";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"660";"S";"de:09161:8011";"de:09161:8011";"IN, Mariengarten";"48,78693";"11,43569";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"661";"Q";"de:09161:8011:0:1";"de:09161:8011";"1";"48,78615";"11,4357";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"662";"Q";"de:09161:8011:0:2";"de:09161:8011";"2";"48,78771";"11,4356";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"663";"S";"de:09161:8012";"de:09161:8012";"IN, Gratzerstraße";"48,78781";"11,43907";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"664";"S";"de:09161:8013";"de:09161:8013";"IN, Weckenweg";"48,79012";"11,43845";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"665";"Q";"de:09161:8013:0:1";"de:09161:8013";"1";"48,7902";"11,43828";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"666";"Q";"de:09161:8013:0:2";"de:09161:8013";"2";"48,79007";"11,43859";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"667";"S";"de:09161:8014";"de:09161:8014";"IN, Beilngrieser Straße";"48,79296";"11,44039";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"668";"Q";"de:09161:8014:0:1";"de:09161:8014";"2";"48,79229";"11,4395";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"669";"Q";"de:09161:8014:0:2";"de:09161:8014";"1";"48,79363";"11,44128";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"670";"S";"de:09161:8025";"de:09161:8025";"Oberhaunstadt, Dorfplatz";"48,79393";"11,44213";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"671";"Q";"de:09161:8025:0:1";"de:09161:8025";"2";"48,79393";"11,44213";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"672";"S";"de:09161:8026";"de:09161:8026";"IN, Taschenturm";"48,76187";"11,41947";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"673";"Q";"de:09161:8026:0:1";"de:09161:8026";"1";"48,76196";"11,41929";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"674";"Q";"de:09161:8026:0:2";"de:09161:8026";"2";"48,76181";"11,41962";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"675";"S";"de:09161:8027";"de:09161:8027";"IN, Westfriedhof";"48,76597";"11,41124";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"676";"Q";"de:09161:8027:0:1";"de:09161:8027";"1";"48,76609";"11,41111";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"677";"Q";"de:09161:8027:0:2";"de:09161:8027";"2";"48,76579";"11,41144";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"678";"S";"de:09161:8028";"de:09161:8028";"IN, Heidemannstraße";"48,76597";"11,40823";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"679";"Q";"de:09161:8028:0:1";"de:09161:8028";"1";"48,76594";"11,40746";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"680";"Q";"de:09161:8028:0:2";"de:09161:8028";"2";"48,76603";"11,40913";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"681";"S";"de:09161:8029";"de:09161:8029";"IN, Zoo Wasserstern";"48,76548";"11,4024";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"682";"Q";"de:09161:8029:0:1";"de:09161:8029";"1";"48,76549";"11,40219";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"683";"Q";"de:09161:8029:0:2";"de:09161:8029";"2";"48,76547";"11,40259";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"684";"S";"de:09161:8030";"de:09161:8030";"IN, Degenhartstraße";"48,76426";"11,39561";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"685";"Q";"de:09161:8030:0:1";"de:09161:8030";"1";"48,76432";"11,39578";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"686";"Q";"de:09161:8030:0:2";"de:09161:8030";"2";"48,76421";"11,39543";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"687";"S";"de:09161:8031";"de:09161:8031";"IN, Haslangstraße";"48,76342";"11,38817";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"688";"Q";"de:09161:8031:0:1";"de:09161:8031";"1";"48,76355";"11,3874";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"689";"Q";"de:09161:8031:0:2";"de:09161:8031";"2";"48,76329";"11,38889";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"690";"S";"de:09161:8032";"de:09161:8032";"IN, Sustrisstraße";"48,76395";"11,38147";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"691";"Q";"de:09161:8032:0:1";"de:09161:8032";"1";"48,76397";"11,38154";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"692";"Q";"de:09161:8032:0:2";"de:09161:8032";"2";"48,76394";"11,38137";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"693";"S";"de:09161:8033";"de:09161:8033";"IN, Klinikum";"48,77004";"11,38059";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"694";"Q";"de:09161:8033:0:1";"de:09161:8033";"1";"48,77013";"11,38075";"00000000";"-";"-";"-";"Unknown";"Unknown";"stadtauswärts";"BEG";"-";"-";"-"
"695";"Q";"de:09161:8033:0:2";"de:09161:8033";"2";"48,77014";"11,38046";"00000000";"-";"-";"-";"Unknown";"Unknown";"stadteinwärts";"BEG";"-";"-";"-"
"696";"Q";"de:09161:8033:0:3";"de:09161:8033";"99";"48,76985";"11,38039";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"697";"S";"de:09161:8034";"de:09161:8034";"IN, Peringerstraße";"48,77795";"11,45078";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"698";"Q";"de:09161:577:0:20";"de:09161:8034";"20";"48,77737";"11,45053";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"699";"Q";"de:09161:577:0:3";"de:09161:8034";"3";"48,7778";"11,45065";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"700";"Q";"de:09161:8034:0:1";"de:09161:8034";"1";"48,77824";"11,45057";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"701";"Q";"de:09161:8034:0:2";"de:09161:8034";"2";"48,77782";"11,45109";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"702";"S";"de:09161:8035";"de:09161:8035";"IN, Am Dachsberg";"48,77668";"11,37636";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"703";"Q";"de:09161:8035:0:1";"de:09161:8035";"1";"48,7766";"11,37661";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"704";"Q";"de:09161:8035:0:2";"de:09161:8035";"2";"48,77669";"11,3765";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"705";"Q";"de:09161:8035:0:3";"de:09161:8035";"3";"48,77684";"11,37531";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"706";"Q";"de:09161:8035:0:99";"de:09161:8035";"99";"48,77684";"11,37531";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"707";"S";"de:09161:8036";"de:09161:8036";"IN, Jupiterstraße";"48,78052";"11,36932";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"708";"Q";"de:09161:8036:0:1";"de:09161:8036";"1";"48,78054";"11,36943";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"709";"Q";"de:09161:8036:0:2";"de:09161:8036";"2";"48,78052";"11,36925";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"710";"S";"de:09161:8040";"de:09161:8040";"Ingolstadt, Audi 51";"48,78889";"11,41907";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"711";"Q";"de:09161:8040:0:1";"de:09161:8040";"1";"48,78881";"11,41899";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"712";"S";"de:09161:8046";"de:09161:8046";"IN, Stadtwerke / Continental";"48,77562";"11,42511";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"713";"Q";"de:09161:691:0:20";"de:09161:8046";"20";"48,7748";"11,42537";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"714";"Q";"de:09161:8046:0:1";"de:09161:8046";"1";"48,77513";"11,42445";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"715";"Q";"de:09161:8046:0:2";"de:09161:8046";"2";"48,77536";"11,42594";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"716";"Q";"de:09161:8046:0:3";"de:09161:8046";"3";"48,77671";"11,42492";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"717";"Q";"de:09161:8046:0:4";"de:09161:8046";"4";"48,77665";"11,42493";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"718";"S";"de:09161:8047";"de:09161:8047";"IN, Hindemithstraße";"48,77528";"11,4201";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"719";"Q";"de:09161:8047:0:1";"de:09161:8047";"1";"48,77528";"11,42009";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"720";"S";"de:09161:8048";"de:09161:8048";"Ingolstadt, Eckstallerstraße";"48,77304";"11,42607";"09161000";"Ingolstadt";"";"";"Unserved";"InOrder";"";"BEG";"-";"";""
"721";"Q";"de:09161:8048:0:1";"de:09161:8048";"";"48,77294";"11,42613";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"722";"Q";"de:09161:8048:0:2";"de:09161:8048";"";"48,77311";"11,42609";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"723";"S";"de:09161:8049";"de:09161:8049";"IN, Lannerstraße";"48,77497";"11,4209";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"724";"Q";"de:09161:8049:0:2";"de:09161:8049";"2";"48,77497";"11,42088";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"725";"S";"de:09161:8050";"de:09161:8050";"IN, Ettinger Straße";"48,77559";"11,41706";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"726";"Q";"de:09161:8050:0:1";"de:09161:8050";"1";"48,77655";"11,4169";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"727";"Q";"de:09161:8050:0:2";"de:09161:8050";"2";"48,77601";"11,41691";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"728";"Q";"de:09161:8050:0:3";"de:09161:8050";"3";"48,77523";"11,41655";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"729";"Q";"de:09161:8050:0:4";"de:09161:8050";"4";"48,77491";"11,41776";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"730";"S";"de:09161:8052";"de:09161:8052";"IN, Audi - Senefelderstraße";"48,78112";"11,41455";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"731";"Q";"de:09161:8052:0:1";"de:09161:8052";"1";"48,78107";"11,41465";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"732";"Q";"de:09161:8052:0:2";"de:09161:8052";"2";"48,78121";"11,41443";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"733";"S";"de:09161:8053";"de:09161:8053";"Ingolstadt, Audi Werkzeugbau";"48,78012";"11,41942";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"734";"Q";"de:09161:8053:0:1";"de:09161:8053";"1";"48,78008";"11,41942";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"735";"S";"de:09161:8054";"de:09161:8054";"IN, August-Horch-Straße";"48,79546";"11,4029";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"736";"Q";"de:09161:8054:0:1";"de:09161:8054";"1";"48,7939";"11,40252";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"737";"Q";"de:09161:8054:0:10";"de:09161:8054";"10";"48,797";"11,4032";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"738";"Q";"de:09161:8054:0:2";"de:09161:8054";"2";"48,79531";"11,40274";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"739";"S";"de:09161:8055";"de:09161:8055";"IN, Echenzeller Weg";"48,80556";"11,39864";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"740";"Q";"de:09161:8055:0:1";"de:09161:8055";"99";"48,80574";"11,3983";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"741";"Q";"de:09161:8055:0:10";"de:09161:8055";"10";"48,80642";"11,39771";"00000000";"-";"-";"-";"Unknown";"Unknown";"10";"BEG";"-";"-";"-"
"742";"Q";"de:09161:8055:0:2";"de:09161:8055";"2";"48,80536";"11,39897";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"743";"S";"de:09161:8056";"de:09161:8056";"IN, Adlmannsberger Weg";"48,80682";"11,40607";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"744";"Q";"de:09161:8056:0:1";"de:09161:8056";"2";"48,80709";"11,40626";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"745";"Q";"de:09161:8056:0:2";"de:09161:8056";"1";"48,80655";"11,40593";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"746";"S";"de:09161:8061";"de:09161:8061";"IN, Uhlandstraße";"48,7754";"11,44447";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"747";"Q";"de:09161:8061:0:1";"de:09161:8061";"1";"48,77539";"11,44453";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"748";"Q";"de:09161:8061:0:2";"de:09161:8061";"2";"48,77542";"11,4444";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
