"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority";"DelfiName";"TariffDHID";"TariffName"
"907";"Q";"de:09161:8784:0:2";"de:09161:8784";"2";"48,76283";"11,44398";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"908";"S";"de:09161:8785";"de:09161:8785";"IN, Breslauer Straße";"48,76226";"11,44819";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"909";"Q";"de:09161:8785:0:1";"de:09161:8785";"1";"48,76294";"11,44837";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"910";"Q";"de:09161:8785:0:2";"de:09161:8785";"2";"48,76156";"11,44797";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"911";"Q";"de:09161:8785:0:20";"de:09161:8785";"20";"48,76278";"11,4492";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"912";"S";"de:09161:8786";"de:09161:8786";"IN, Peisserstraße";"48,76132";"11,45235";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"913";"Q";"de:09161:574:0:1";"de:09161:8786";"1";"48,76133";"11,45224";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"914";"Q";"de:09161:574:0:2";"de:09161:8786";"2";"48,76133";"11,45248";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"915";"S";"de:09161:8787";"de:09161:8787";"IN, Am Auwaldsee";"48,75544";"11,46217";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"916";"Q";"de:09161:8787:0:1";"de:09161:8787";"1";"48,75545";"11,462";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"917";"Q";"de:09161:8787:0:2";"de:09161:8787";"2";"48,75545";"11,46229";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"918";"S";"de:09161:8789";"de:09161:8789";"IN, Kälberschüttstr./IN Campus";"48,74991";"11,47702";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"919";"Q";"de:09161:8789:0:1";"de:09161:8789";"1";"48,7498";"11,47747";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"920";"Q";"de:09161:8789:0:10";"de:09161:8789";"10";"48,74933";"11,47518";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"921";"Q";"de:09161:8789:0:2";"de:09161:8789";"2";"48,74982";"11,47722";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"922";"Q";"de:09161:8789:0:20";"de:09161:8789";"20";"48,74936";"11,47503";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"923";"Q";"de:09161:8789:0:3";"de:09161:8789";"3";"48,74994";"11,47657";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"924";"Q";"de:09161:8789:0:4";"de:09161:8789";"4";"48,75016";"11,47654";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"925";"Q";"de:09161:8789:0:5";"de:09161:8789";"5";"48,74902";"11,47552";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"926";"Q";"de:09161:8789:0:6";"de:09161:8789";"6";"48,74909";"11,4756";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"927";"Q";"de:09161:8789:0:99";"de:09161:8789";"99";"48,74952";"11,47568";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"928";"S";"de:09161:8794";"de:09161:8794";"IN, Semmerseeweg";"48,78733";"11,45491";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"929";"Q";"de:09161:672:0:1";"de:09161:8794";"1";"48,78735";"11,45504";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"930";"Q";"de:09161:672:0:2";"de:09161:8794";"2";"48,78731";"11,4548";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"931";"S";"de:09161:8795";"de:09161:8795";"IN, Georgstraße";"48,78619";"11,45092";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"932";"Q";"de:09161:8795:0:1";"de:09161:8795";"1";"48,78632";"11,45098";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"933";"Q";"de:09161:8795:0:2";"de:09161:8795";"2";"48,78606";"11,45088";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"934";"S";"de:09161:8796";"de:09161:8796";"IN, Deschinger Straße";"48,78544";"11,44912";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"935";"Q";"de:09161:8796:0:1";"de:09161:8796";"1";"48,7855";"11,44954";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"936";"Q";"de:09161:8796:0:10";"de:09161:8796";"10";"48,78521";"11,44866";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"937";"Q";"de:09161:8796:0:2";"de:09161:8796";"2";"48,78537";"11,44868";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"938";"Q";"de:09161:8796:0:20";"de:09161:8796";"20";"48,78564";"11,448";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"939";"Q";"de:09161:8796:0:3";"de:09161:8796";"3";"48,7852";"11,44866";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"940";"S";"de:09161:8797";"de:09161:8797";"IN, Hölderlinstraße";"48,78157";"11,44742";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"941";"Q";"de:09161:313:0:1";"de:09161:8797";"1";"48,78166";"11,44744";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"942";"Q";"de:09161:313:0:2";"de:09161:8797";"2";"48,78149";"11,44739";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"943";"S";"de:09161:8798";"de:09161:8798";"IN, Unterhaunstädter Weg";"48,7788";"11,4464";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"944";"Q";"de:09161:8798:0:1";"de:09161:8798";"1";"48,77876";"11,4464";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"945";"Q";"de:09161:8798:0:2";"de:09161:8798";"2";"48,77885";"11,44641";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"946";"S";"de:09161:8799";"de:09161:8799";"IN, Haunwöhrer Straße";"48,75427";"11,4298";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"947";"Q";"de:09161:8799:0:1";"de:09161:8799";"1";"48,75414";"11,42978";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"948";"Q";"de:09161:8799:0:2";"de:09161:8799";"2";"48,75438";"11,42977";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"949";"S";"de:09161:8800";"de:09161:8800";"IN, Eigenheimstraße";"48,75192";"11,42797";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"950";"Q";"de:09161:8800:0:1";"de:09161:8800";"1";"48,75185";"11,42749";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"951";"Q";"de:09161:8800:0:2";"de:09161:8800";"2";"48,75198";"11,4285";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"952";"S";"de:09161:8801";"de:09161:8801";"IN, Mendlstraße";"48,75121";"11,42442";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"953";"Q";"de:09161:8801:0:1";"de:09161:8801";"1";"48,75111";"11,42403";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"954";"Q";"de:09161:8801:0:2";"de:09161:8801";"2";"48,75127";"11,42477";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"955";"S";"de:09161:8802";"de:09161:8802";"IN, Auenstraße";"48,74956";"11,42062";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"956";"Q";"de:09161:75:0:1";"de:09161:8802";"1";"48,7496";"11,42066";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"957";"Q";"de:09161:75:0:2";"de:09161:8802";"2";"48,74951";"11,42058";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"958";"S";"de:09161:8803";"de:09161:8803";"IN, Spitalhofstraße";"48,7459";"11,41995";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"959";"Q";"de:09161:675:0:1";"de:09161:8803";"1";"48,74593";"11,42006";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"960";"Q";"de:09161:675:0:2";"de:09161:8803";"2";"48,74589";"11,41983";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"961";"S";"de:09161:8804";"de:09161:8804";"IN, Zeppelinstraße";"48,74508";"11,41485";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"962";"Q";"de:09161:785:0:1";"de:09161:8804";"1";"48,7451";"11,41487";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"963";"Q";"de:09161:785:0:2";"de:09161:8804";"2";"48,74503";"11,41487";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"964";"S";"de:09161:8805";"de:09161:8805";"IN, Oberringstraße";"48,74389";"11,41209";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"965";"Q";"de:09161:555:0:1";"de:09161:8805";"1";"48,74394";"11,41206";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"966";"Q";"de:09161:555:0:2";"de:09161:8805";"2";"48,74387";"11,41208";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"967";"S";"de:09161:8807";"de:09161:8807";"IN, Berliner Straße";"48,74045";"11,40664";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"968";"Q";"de:09161:8807:0:1";"de:09161:8807";"1";"48,74007";"11,40773";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"969";"Q";"de:09161:8807:0:10";"de:09161:8807";"10";"48,74049";"11,40539";"00000000";"-";"-";"-";"Unknown";"Unknown";"10";"BEG";"-";"-";"-"
"970";"Q";"de:09161:8807:0:2";"de:09161:8807";"2";"48,73995";"11,40789";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"971";"Q";"de:09161:8807:0:20";"de:09161:8807";"3";"48,74087";"11,40595";"00000000";"-";"-";"-";"Unknown";"Unknown";"3";"BEG";"-";"-";"-"
"972";"S";"de:09161:8808";"de:09161:8808";"IN, Wittelsbacher Straße";"48,73859";"11,40347";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"973";"Q";"de:09161:777:0:1";"de:09161:8808";"1";"48,73854";"11,40337";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"974";"Q";"de:09161:777:0:2";"de:09161:8808";"2";"48,73862";"11,40357";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"975";"S";"de:09161:8809";"de:09161:8809";"IN, Hackenschwaige";"48,73446";"11,39922";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"976";"Q";"de:09161:8809:0:1";"de:09161:8809";"1";"48,7345";"11,3993";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"977";"Q";"de:09161:8809:0:2";"de:09161:8809";"2";"48,73446";"11,39919";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"978";"S";"de:09161:8810";"de:09161:8810";"IN, Isidor-Stürber-Straße";"48,73244";"11,40155";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"979";"Q";"de:09161:8810:0:1";"de:09161:8810";"1";"48,73239";"11,40149";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"980";"Q";"de:09161:8810:0:2";"de:09161:8810";"2";"48,73247";"11,40161";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"981";"S";"de:09161:8811";"de:09161:8811";"IN, Hagauer Straße";"48,7309";"11,39612";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"982";"Q";"de:09161:270:0:1";"de:09161:8811";"1";"48,73083";"11,39604";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"983";"Q";"de:09161:270:0:2";"de:09161:8811";"2";"48,73097";"11,39616";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"984";"S";"de:09161:8812";"de:09161:8812";"Knoglersfreude";"48,7286";"11,3943";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"985";"Q";"de:09161:8812:0:1";"de:09161:8812";"1";"48,72846";"11,39418";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"986";"Q";"de:09161:8812:0:98";"de:09161:8812";"98";"48,7286";"11,39431";"00000000";"-";"-";"-";"Unknown";"Unknown";"98";"BEG";"-";"-";"-"
"987";"Q";"de:09161:8812:0:99";"de:09161:8812";"99";"48,72877";"11,39453";"00000000";"-";"-";"-";"Unknown";"Unknown";"99";"BEG";"-";"-";"-"
"988";"S";"de:09161:8813";"de:09161:8813";"IN, Hans-Böckler-Straße";"48,72985";"11,39661";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"989";"Q";"de:09161:8813:0:1";"de:09161:8813";"1";"48,73014";"11,39606";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"990";"Q";"de:09161:8813:0:2";"de:09161:8813";"2";"48,72957";"11,39714";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"991";"S";"de:09161:8814";"de:09161:8814";"IN, Silesiusstraße";"48,73008";"11,39984";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"992";"Q";"de:09161:674:0:1";"de:09161:8814";"1";"48,73011";"11,39991";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"993";"Q";"de:09161:674:0:2";"de:09161:8814";"2";"48,73003";"11,39977";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"994";"S";"de:09161:8815";"de:09161:8815";"IN, Lechermannstraße";"48,73022";"11,40471";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"995";"Q";"de:09161:8815:0:1";"de:09161:8815";"1";"48,73023";"11,40519";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"996";"Q";"de:09161:8815:0:2";"de:09161:8815";"2";"48,73019";"11,40428";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"997";"S";"de:09161:8816";"de:09161:8816";"IN, Kirchstraße";"48,72886";"11,40576";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"998";"Q";"de:09161:8816:0:1";"de:09161:8816";"2";"48,72896";"11,40608";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"999";"Q";"de:09161:8816:0:2";"de:09161:8816";"4";"48,72879";"11,40552";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1000";"Q";"de:09161:8816:0:3";"de:09161:8816";"3";"48,72881";"11,40558";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1001";"S";"de:09161:8817";"de:09161:8817";"IN, Levelingstraße";"48,77182";"11,37697";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1002";"Q";"de:09161:8817:0:1";"de:09161:8817";"1";"48,77178";"11,37705";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1003";"Q";"de:09161:8817:0:2";"de:09161:8817";"2";"48,77187";"11,37689";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1004";"S";"de:09161:8818";"de:09161:8818";"IN, Parreutstraße";"48,7732";"11,37435";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1005";"Q";"de:09161:572:0:1";"de:09161:8818";"1";"48,77335";"11,37432";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1006";"Q";"de:09161:572:0:2";"de:09161:8818";"2";"48,77306";"11,37436";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1007";"S";"de:09161:8821";"de:09161:8821";"IN, Gabelsbergerstraße";"48,77378";"11,41063";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1008";"Q";"de:09161:204:0:1";"de:09161:8821";"1";"48,77398";"11,4105";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1009";"Q";"de:09161:204:0:2";"de:09161:8821";"2";"48,77362";"11,41067";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1010";"S";"de:09161:8823";"de:09161:8823";"IN, Egerlandstraße";"48,76199";"11,45443";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1011";"Q";"de:09161:148:0:99";"de:09161:8823";"99";"48,76199";"11,45441";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1012";"S";"de:09161:8824";"de:09161:8824";"IN, Feldschlößl";"48,77827";"11,4448";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1013";"Q";"de:09161:8824:0:1";"de:09161:8824";"1";"48,77836";"11,44468";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1014";"Q";"de:09161:8824:0:2";"de:09161:8824";"2";"48,77821";"11,44486";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1015";"S";"de:09161:8837";"de:09161:8837";"Ingolstadt, Audi N2";"48,78463";"11,4239";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1016";"Q";"de:09161:8837:0:1";"de:09161:8837";"1";"48,78464";"11,42406";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"1017";"S";"de:09161:8838";"de:09161:8838";"IN, Audi-N56/Tor 7";"48,79036";"11,41936";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1018";"Q";"de:09161:1852:0:2";"de:09161:8838";"2";"48,79039";"11,41927";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1019";"Q";"de:09161:8838:0:1";"de:09161:8838";"1";"48,79033";"11,41948";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1020";"S";"de:09161:8839";"de:09161:8839";"Ingolstadt, Audi N53";"48,78778";"11,418";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1021";"Q";"de:09161:8839:0:1";"de:09161:8839";"1";"48,7877";"11,41792";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"1022";"S";"de:09161:8886";"de:09161:8886";"IN, Friedrichshofener Str.";"48,77488";"11,38309";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1023";"Q";"de:09161:8886:0:1";"de:09161:8886";"1";"48,77494";"11,38302";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1024";"Q";"de:09161:8886:0:2";"de:09161:8886";"2";"48,77481";"11,38315";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1025";"S";"de:09161:8887";"de:09161:8887";"IN, Permoserstraße";"48,76988";"11,39525";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1026";"Q";"de:09161:8887:0:1";"de:09161:8887";"1";"48,76946";"11,39558";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1027";"Q";"de:09161:8887:0:2";"de:09161:8887";"2";"48,76954";"11,39519";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1028";"Q";"de:09161:8887:0:3";"de:09161:8887";"3";"48,7704";"11,39515";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1029";"Q";"de:09161:8887:0:4";"de:09161:8887";"4";"48,77019";"11,39505";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1030";"S";"de:09161:8898";"de:09161:8898";"IN, Südfriedhof";"48,73805";"11,42443";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1031";"Q";"de:09161:8898:0:1";"de:09161:8898";"1";"48,738";"11,42429";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1032";"Q";"de:09161:8898:0:2";"de:09161:8898";"2";"48,73808";"11,42454";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1033";"S";"de:09161:8899";"de:09161:8899";"IN, Wallensteinstraße";"48,73888";"11,42831";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1034";"Q";"de:09161:8899:0:1";"de:09161:8899";"1";"48,73888";"11,42818";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1035";"Q";"de:09161:8899:0:2";"de:09161:8899";"2";"48,7389";"11,42841";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1036";"S";"de:09161:8900";"de:09161:8900";"IN, Fauststraße";"48,73949";"11,43291";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1037";"Q";"de:09161:8900:0:1";"de:09161:8900";"1";"48,73948";"11,43278";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1038";"Q";"de:09161:8900:0:2";"de:09161:8900";"2";"48,7395";"11,43299";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1039";"S";"de:09161:8901";"de:09161:8901";"IN, Elisabethstraße";"48,74062";"11,43736";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1040";"Q";"de:09161:8901:0:1";"de:09161:8901";"1";"48,74067";"11,43744";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1041";"Q";"de:09161:8901:0:2";"de:09161:8901";"2";"48,74057";"11,43725";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1042";"S";"de:09161:8926";"de:09161:8926";"IN, Boschstraße";"48,74184";"11,46998";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1043";"Q";"de:09161:8926:0:1";"de:09161:8926";"1";"48,7422";"11,47022";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1044";"Q";"de:09161:8926:0:2";"de:09161:8926";"99";"48,74147";"11,46977";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1045";"S";"de:09161:8938";"de:09161:8938";"Ingolstadt, Audi Piazza";"48,7831";"11,41574";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1046";"Q";"de:09161:8938:0:1";"de:09161:8938";"1";"48,7831";"11,41574";"00000000";"-";"-";"-";"Unknown";"Unknown";"";"BEG";"-";"-";"-"
"1047";"S";"de:09161:8954";"de:09161:8954";"IN, Niederfelder Str.";"48,73607";"11,46368";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1048";"Q";"de:09161:8954:0:1";"de:09161:8954";"1";"48,73595";"11,46405";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1049";"Q";"de:09161:8954:0:2";"de:09161:8954";"2";"48,73623";"11,46332";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1050";"S";"de:09161:8955";"de:09161:8955";"IN, Meinlettenstr.";"48,73821";"11,45787";"09161000";"Ingolstadt";"";"";"Served";"InOrder";"";"BEG";"-";"";""
"1051";"Q";"de:09161:1866:0:20";"de:09161:8955";"20";"48,73657";"11,4559";"00000000";"-";"-";"-";"Unserved";"InOrder";"";"BEG";"-";"-";"-"
"1052";"Q";"de:09161:8955:0:1";"de:09161:8955";"1";"48,73828";"11,45758";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1053";"Q";"de:09161:8955:0:2";"de:09161:8955";"2";"48,73816";"11,45815";"00000000";"-";"-";"-";"Served";"InOrder";"";"BEG";"-";"-";"-"
"1054";"S";"de:09161:8956";"de:09161:8956";"IN, Bezirkssportanl. Nord-West";"48,7722";"11,3971";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1055";"Q";"de:09161:8956:0:1";"de:09161:8956";"1";"48,77231";"11,39671";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1056";"Q";"de:09161:8956:0:2";"de:09161:8956";"2";"48,77214";"11,39726";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1057";"S";"de:09161:8975";"de:09161:8975";"IN, Audi - N60H";"48,78901";"11,42054";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1058";"Q";"de:09161:8975:0:1";"de:09161:8975";"1";"48,78888";"11,42029";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1059";"Q";"de:09161:8975:0:2";"de:09161:8975";"2";"48,78913";"11,42075";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
"1060";"S";"de:09161:8977";"de:09161:8977";"IN, Am Kirchsteig";"48,71411";"11,37786";"09161000";"Ingolstadt";"-";"-";"Served";"Unknown";"";"BEG";"-";"-";"-"
"1061";"Q";"de:09161:8977:0:1";"de:09161:8977";"1";"48,71416";"11,37777";"00000000";"-";"-";"-";"Unknown";"Unknown";"1";"BEG";"-";"-";"-"
"1062";"Q";"de:09161:8977:0:2";"de:09161:8977";"2";"48,71405";"11,37794";"00000000";"-";"-";"-";"Unknown";"Unknown";"2";"BEG";"-";"-";"-"
