id,lat,lon,x,y
149299,48.78497699205708,11.396069685719638,3599.817679134062,6690.161324329123
156198,48.75582206262067,11.438329866368898,6807.534361751403,3548.222970071668
156199,48.756080758681165,11.438130736213372,6791.97957736148,3576.507834168337
156301,48.78891754203479,11.443345886181424,7058.114354916978,7238.522848969461
156302,48.789073238151346,11.442221463002678,6974.978813613024,7253.177899521021
156401,48.786777980385466,11.447080206445742,7340.016854572452,7009.5256615292055
156402,48.78648962651122,11.447079718698694,7341.011385050951,6977.474600333088
156501,48.78477413717642,11.441761047160378,6956.4931936461535,6774.257013723704
156502,48.78516098816992,11.44305987796912,7050.510262757591,6820.315588719191
157401,48.75141705851884,11.432312447407169,6380.946608276657,3044.476141013123
157402,48.751238539653656,11.432639437043028,6405.613215053304,3025.401814513416
159401,48.78501016129524,11.398126731122023,3750.7883151798924,6698.6057820867
159402,48.785585510947655,11.397747970366064,3720.954620232832,6761.678600798564
162401,48.7637130544934,11.440126422366902,6911.460167097932,4429.515813470054
162402,48.763740963462354,11.44014881604837,6913.00622998615,4432.670557453466
162598,48.75832418751082,11.43880708649884,6833.699291535702,3827.450819969694
162599,48.7591075716436,11.43978596318829,6902.844436832446,3916.826213345611
162601,48.76298639663216,11.444573217366868,7240.8,4359.23
162602,48.76280885440626,11.44400647617456,7199.789088510611,4338.159841260264
162603,48.76284540388519,11.44397714728174,7197.503600838339,4342.153053891041
164801,48.747624994168234,11.433495969508943,6481.399091293258,2625.7767989213526
164802,48.74694526284447,11.434646890903883,6568.41,2552.93
164803,48.74747129502339,11.4339037463394,6511.917725721398,2609.6512733621644
16501,48.7518564632547,11.427522136716634,6027.315270125204,3082.0817702504864
16502,48.75198665336542,11.42843734481755,6094.118567301904,3098.6964865841937
167301,48.773398917095506,11.433804650468495,6412.528988995736,5491.210577109325
167302,48.773376680912804,11.433769458466807,6410.022611116716,5488.656427761526
167799,48.7844322904231,11.479991469706464,9765.69,6827.04
168101,48.76636760601586,11.43743216983671,6704.043863037944,4718.222210124659
168102,48.765951803088655,11.437473010785508,6708.524117455479,4672.1027670661615
173101,48.740823486861395,11.425716587570413,5933.667996303686,1851.5666401232272
173102,48.74055911278439,11.425851215918662,5944.500697406137,1822.4973420584668
17901,48.748412874169084,11.470826632513043,9222.46,2801.69
17902,48.74837268923075,11.470195730387028,9176.2327068541,2795.7193621670986
18001,48.74177060796524,11.44840102540797,7597.87786116076,2010.1896642457343
18002,48.74172422735731,11.448161845737147,7580.461161629978,2004.4694580520309
180301,48.77512000209664,11.382727682459914,2654.15825119175,5563.812845226245
180302,48.77481139527301,11.383244816240294,2693.2221577396595,5530.700797729789
180801,48.78922540609709,11.376754852038982,2166.427803950183,7117.892542537411
180802,48.790344657906225,11.377018284590529,2181.89,7242.9
181101,48.740562888438774,11.437153103181886,6775.323992744229,1849.4381292592184
181102,48.74053739586534,11.43717364642911,6776.924846571453,1846.6530201380376
18301,48.77670347034808,11.416867169740652,5156.554307012642,5818.8661664665115
18302,48.77599776714239,11.416926215871337,5163.381998024202,5740.566369028951
18303,48.77521253945085,11.416600057976925,5142.1923163670845,5652.529289798383
18304,48.77491500742163,11.417657087600448,5220.894596186802,5621.924577522989
184096,48.74591261614522,11.482823023039309,10113.269386851662,2552.4693496324167
184097,48.74584589935536,11.48251868421862,10091.140687077192,2544.324800483055
184099,48.7456557360725,11.482973542599357,10125.264093590715,2524.2786272488793
184599,48.744649794315805,11.439507579685197,6933.86041464833,2309.2269284541153
184601,48.78706533651558,11.380132960930228,2422.0313397961854,6885.556109319439
