id,lat,lon,x,y
147301,48.77717847660966,11.434377022513788,6441.145667516692,5912.64464738522
147302,48.77650031337596,11.434303382764465,6438.146324181266,5837.09530524763
14798,48.76636865556327,11.379711661940014,2462.9938457795142,4584.185667200379
14799,48.76657284148986,11.379805075007765,2469.1481370705164,4607.095082506719
148199,48.78205122681533,11.474816738877925,9394.217097787994,6550.020722091618
148301,48.78178546553259,11.402902999196264,4112.911204713203,6351.249266980837
148302,48.781879400929434,11.4026191150358,4091.7295188159396,6361.031861504991
14899,48.76197976214296,11.454393507258816,7966.00326490606,4270.557823044684
149299,48.78530037309762,11.397235633488977,3684.322802243365,6728.800819257002
156198,48.75629391440081,11.437869646698182,6772.033583211978,3599.585278729265
156199,48.75579905335031,11.438405157973591,6813.1494849833225,3545.842715634319
156301,48.788556125783785,11.444280683023393,7128.058016966551,7200.556424220524
156302,48.78921036118003,11.441666679291366,6933.74540723682,7267.111674302405
156401,48.786686832818106,11.447115717662854,7342.950688098023,6999.478654675099
156402,48.78652051176518,11.447084789995749,7341.273490931221,6980.919403623738
156501,48.7849264572309,11.439562364902576,6794.4608503190975,6786.009209330984
156502,48.78548016332333,11.444199004961142,7133.037564904273,6858.477104087937
157401,48.751890619481976,11.432092584330158,6363.106422644294,3096.5951752278725
157402,48.75081085937179,11.432813962174498,6419.95881904496,2978.275981110502
159401,48.784856814586554,11.39821596494063,3757.8793715470333,6681.768032248969
159402,48.78571297924627,11.397674433733899,3715.1072732357043,6775.676366087894
162401,48.763726254858526,11.4395998847843,6872.723593328909,4429.7433012634565
162402,48.763658858029686,11.440805420825587,6961.545526838018,4425.09106543151
162598,48.758524160849575,11.43899800275066,6847.017294305832,3850.126686649558
162599,48.75876175420898,11.43946427341242,6880.4360679775,3877.6321359549993
162601,48.763006914236925,11.444341830037766,7223.724398039634,4360.964664326132
162602,48.762472750813934,11.443837793991165,7188.593173622241,4300.404955078981
162603,48.7629295630504,11.444013844250081,7199.899878167686,4351.593681781221
164801,48.7476555663706,11.433667999836727,6493.935218589298,2629.578839481037
164802,48.74694190578383,11.43465172668248,6568.777375080951,2552.5682336989103
164803,48.74761111912008,11.433858568693147,6508.100412852009,2625.0862376464506
16501,48.751858502292556,11.427613062832613,6033.990808436784,3082.521415847086
16502,48.751909426733675,11.428308789960811,6084.943927552881,3089.811676437531
167301,48.77324449394249,11.433890094012968,6419.35480665414,5474.247454330206
167302,48.77348203987144,11.433719654004372,6405.989381943461,5500.249879323092
167799,48.78443708494222,11.479971261867071,9764.188399782914,6827.524541923085
168101,48.76624837572977,11.437455561990614,6706.186836087177,4705.0250677631375
168102,48.76604923010121,11.437452376608972,6706.6613542834,4682.883013508834
173101,48.741292875598255,11.425538560866682,5918.919480139907,1903.321203461738
173102,48.73888138645368,11.426328007218775,5985.490822247504,1637.1389150660864
17901,48.748412874169084,11.470826632513043,9222.46,2801.69
17902,48.74839620584178,11.470307420888892,9184.357337317952,2798.5994281083326
18001,48.74181782610912,11.449087080079087,7648.141823324437,2017.0591458564563
18002,48.741674652178325,11.447904890777652,7561.7491546313895,1998.3522462755072
180301,48.77548964604832,11.382327260675792,2623.4564729719873,5603.977616346526
180302,48.774730818348495,11.383335095275447,2700.1347231644545,5521.952419610438
180801,48.78770144105373,11.376349740909927,2141.9635559378517,6947.5769944217955
180802,48.790344657906225,11.377018284590529,2181.89,7242.9
181101,48.74056947547172,11.43717634823361,6777.009382466639,1850.224933862404
181102,48.74044901168007,11.43686185499773,6754.318368056596,1836.096049495029
18301,48.77660756534455,11.41689713194201,5159.093749312838,5808.2763915489795
18302,48.77638475353325,11.416824822773217,5154.568059975235,5783.342672658854
18303,48.77519568156659,11.416815904394621,5158.10843060002,5651.158912943595
18304,48.774916730645145,11.417404584154157,5202.33885318056,5621.527083515066
184096,48.74593973278472,11.483162142554091,10138.09807330849,2556.2959077779683
184097,48.74593973278472,11.483162142554091,10138.09807330849,2556.2959077779683
184099,48.745568245375814,11.482590982608873,10097.460877004733,2513.6376661988475
184599,48.74447036162917,11.439644644789242,6944.574456289777,2289.6061803230473
184601,48.78703613014844,11.380811695130019,2471.9828501087836,6883.868798592164
184602,48.78690627560368,11.380944985999331,2482.2239209179565,6869.741852094682
184901,48.79866750515631,11.371589372880877,1754.3620003941815,8155.537526004109
184902,48.79905519943859,11.370240147558112,1653.9482210086205,8195.54298515958
185001,48.78144290468937,11.423913791317721,5657.4290949502765,6362.10198092324
185002,48.78189022491988,11.423442119576492,5621.200392735793,6410.717678041108
18501,48.739572664707936,11.433459574220338,6507.317413919948,1730.6966405593994
18502,48.73938068559887,11.432306748473513,6423.249317442941,1706.6519071805833
185101,48.783592107441905,11.418393727034724,5244.3724076856515,6588.085900751516
185102,48.78399272365145,11.418654205817981,5262.089870891048,6633.221488117613
185301,48.79316060877812,11.412764450049611,4797.18871908659,7638.4874040755585
185302,48.792832171855316,11.413915942283277,4882.90789707541,7604.663453604495
185699,48.791493697717605,11.451032947302009,7613.44942672474,7543.008025447296
18601,48.778127905088525,11.446066595653713,7296.465609245944,6045.696176217994
18602,48.778325422177005,11.444001189500913,7144.039981380952,6062.776888263921
186301,48.73400322759591,11.460995650211547,8551.614943947301,1176.7060535750738
186302,48.73480940008949,11.462822720653348,8683.048798711527,1270.6508005780595
186501,48.735964160626985,11.463796086502922,8750.4607418524,1401.3128704394458
186502,48.73604539510587,11.463663447752937,8740.417187190516,1410.0264396682717
186601,48.73824168771441,11.457629959819593,8288.962590003284,1639.8092230965976
186602,48.73699368803559,11.461715289015741,8593.783483092922,1510.7958838437414
18701,48.754381780568615,11.440552351425683,6975.99665547984,3393.3713418778043
18702,48.754120384160245,11.441274443481092,7029.996594317847,3366.0187410743624
187401,48.7858052777358,11.384262993877977,2729.7504265117614,6754.9953064751735
187402,48.78579028931194,11.382750162968287,2618.6891862998023,6749.850201662237
188401,48.792592637899915,11.408444491298603,4481.944169340744,7565.310747115308
188402,48.79369368449467,11.409158239248749,4530.486191192474,7689.349101660638
188501,48.79369368449467,11.409158239248749,4530.486191192474,7689.349101660638
188502,48.792592637899915,11.408444491298603,4481.944169340744,7565.310747115308
188601,48.789561384044475,11.408990425392904,4532.699385855319,7229.660748876589
188602,48.78958263710196,11.408865539710849,4523.4528159627,7231.732720532861
189199,48.77793650439661,11.370104919076324,1717.106672904444,5847.918404662325
